sequence,v115@HhA8IeA8GeD8AeA8AeE8Jem/IvhFzgBRiBSoBfqBUn?BFrB,v115@HhA8IeA8GeD8AeA8AeE8Je0/IvhFxgBTjBarBGnBXn?BFqB,v115@HhA8IeA8GeD8AeA8AeE8Je6EJvhFZlBUhBGiBTjBfr?BVxB,v115@HhA8IeA8GeD8AeA8AeE8Je6EJvhFZlBFhB8mB+nBTj?BfrB,v115@HhA8IeA8GeD8AeA8AeE8Jex/IvhFylBGiBTjBfqBUn?BFrB,v115@HhA8IeA8GeD8AeA8AeE8JezBJvhFGjBRlB3nB0kBFr?BiqB
OJLZITS,X,O,X,O,X,X
OJLZIST,X,O,X,O,X,X
OJLZSTI,X,O,X,O,X,X
OJLZSIT,X,O,X,O,X,X
OJSTILZ,X,X,O,O,O,O
OJSTIZL,X,X,O,O,O,O
OJSTLIZ,X,O,O,O,O,O
OJSTLZI,X,O,O,O,O,X
OJSTZIL,X,X,O,O,O,O
OJSTZLI,X,O,O,O,O,X
OJSITLZ,X,X,O,O,O,O
OJSITZL,X,X,O,O,O,O
OJSILTZ,X,X,O,O,X,X
OJSILZT,X,O,O,O,O,X
OJSIZTL,X,X,O,O,O,X
OJSIZLT,X,X,O,O,O,X
OJSLTIZ,X,O,O,O,X,O
OJSLTZI,X,O,O,O,X,X
OJSLITZ,X,X,O,O,X,X
OJSLIZT,X,O,O,O,O,X
OJSLZTI,X,O,O,O,O,X
OJSLZIT,X,O,O,O,O,X
OJSZTIL,X,X,O,O,O,O
OJSZTLI,X,X,O,O,O,X
OJSZITL,X,X,O,O,O,X
OJSZILT,X,X,O,O,O,X
OJSZLTI,X,O,O,O,O,X
OJSZLIT,X,O,O,O,O,X
OJZTILS,X,O,X,O,X,X
OJZTISL,X,X,X,O,O,X
OJZTLIS,X,O,X,O,X,X
OJZTLSI,X,O,X,O,O,X
OJZTSIL,X,X,X,O,O,X
OJZTSLI,X,O,X,O,O,X
OJZITLS,X,X,X,O,X,X
OJZITSL,X,X,X,O,O,X
OJZILTS,X,O,X,O,X,X
OJZILST,X,O,X,O,X,X
OJZISTL,X,X,X,O,O,X
OJZISLT,X,X,X,O,O,X
OJZLTIS,X,O,X,O,X,X
OJZLTSI,X,O,X,O,O,X
OJZLITS,X,O,X,O,X,X
OJZLIST,X,O,X,O,X,X
OJZLSTI,X,O,X,O,O,X
OJZLSIT,X,O,X,O,O,X
OJZSTIL,X,X,X,O,O,X
OJZSTLI,X,X,X,O,O,X
OJZSITL,X,X,X,O,O,X
OJZSILT,X,X,X,O,O,X
OJZSLTI,X,O,X,O,O,X
OJZSLIT,X,O,X,O,O,X
OSTILJZ,O,X,O,O,O,O
OSTILZJ,O,X,O,O,O,X
OSTIJLZ,O,X,O,O,O,O
OSTIJZL,O,X,O,O,O,O
OSTIZLJ,O,X,O,O,O,X
OSTIZJL,O,X,O,O,O,O
OSTLIJZ,O,O,O,O,O,O
OSTLIZJ,O,O,O,O,O,X
OSTLJIZ,O,O,O,O,O,O
OSTLJZI,O,O,O,O,O,X
OSTLZIJ,O,O,O,O,O,X
OSTLZJI,O,O,O,O,O,X
OSTJILZ,O,X,O,O,O,O
OSTJIZL,O,X,O,O,O,O
OSTJLIZ,O,O,O,O,O,O
OSTJLZI,O,O,O,O,O,X
OSTJZIL,O,X,O,O,O,O
OSTJZLI,O,O,O,O,O,X
OSTZILJ,O,X,O,O,O,X
OSTZIJL,O,X,O,O,O,O
OSTZLIJ,O,O,O,O,O,X
OSTZLJI,O,O,O,O,O,X
OSTZJIL,O,X,O,O,O,O
OSTZJLI,O,O,O,O,O,X
OSITLJZ,X,X,O,O,O,O
OSITLZJ,X,X,O,O,O,X
OSITJLZ,X,X,O,O,O,O
OSITJZL,X,X,O,O,O,O
OSITZLJ,X,X,O,O,O,X
OSITZJL,X,X,O,O,O,O
OSILTJZ,X,X,O,O,O,X
OSILTZJ,X,X,O,O,O,X
OSILJTZ,X,X,O,O,X,X
OSILJZT,X,X,O,O,O,X
OSILZTJ,X,X,O,O,O,X
OSILZJT,X,X,O,O,O,X
OSIJTLZ,X,X,O,O,O,O
OSIJTZL,X,X,O,O,O,O
OSIJLTZ,X,X,O,O,X,X
OSIJLZT,X,X,O,O,O,X
OSIJZTL,X,X,O,O,O,X
OSIJZLT,X,X,O,O,O,X
OSIZTLJ,X,X,O,O,O,X
OSIZTJL,X,X,O,O,O,X
OSIZLTJ,X,X,O,O,O,X
OSIZLJT,X,X,O,O,O,X
OSIZJTL,X,X,O,O,O,X
OSIZJLT,X,X,O,O,O,X
OSLTIJZ,O,O,O,O,O,O
OSLTIZJ,O,O,O,O,O,X
OSLTJIZ,O,O,O,O,O,O
OSLTJZI,O,O,O,O,O,X
OSLTZIJ,O,O,O,O,O,X
OSLTZJI,O,O,O,O,O,X
OSLITJZ,O,X,O,O,O,X
OSLITZJ,O,X,O,O,O,X
OSLIJTZ,O,X,O,O,X,X
OSLIJZT,O,O,O,O,O,X
OSLIZTJ,O,X,O,O,O,X
OSLIZJT,O,O,O,O,O,X
OSLJTIZ,O,O,O,O,X,O
OSLJTZI,O,O,O,O,X,X
OSLJITZ,O,X,O,O,X,X
OSLJIZT,O,O,O,O,O,X
OSLJZTI,O,O,O,O,O,X
OSLJZIT,O,O,O,O,O,X
OSLZTIJ,O,X,O,O,O,X
OSLZTJI,O,X,O,O,O,X
OSLZITJ,O,X,O,O,O,X
OSLZIJT,O,O,O,O,O,X
OSLZJTI,O,O,O,O,O,X
OSLZJIT,O,O,O,O,O,X
OSJTILZ,O,X,O,O,O,O
OSJTIZL,O,X,O,O,O,O
OSJTLIZ,O,O,O,O,O,O
OSJTLZI,O,O,O,O,O,X
OSJTZIL,O,X,O,O,O,O
OSJTZLI,O,O,O,O,O,X
OSJITLZ,X,X,O,O,O,O
OSJITZL,X,X,O,O,O,O
OSJILTZ,X,X,O,O,X,X
OSJILZT,X,O,O,O,O,X
OSJIZTL,X,X,O,O,O,X
OSJIZLT,X,X,O,O,O,X
OSJLTIZ,O,O,O,O,X,O
OSJLTZI,O,O,O,O,X,X
OSJLITZ,O,X,O,O,X,X
OSJLIZT,O,O,O,O,O,X
OSJLZTI,O,O,O,O,O,X
OSJLZIT,O,O,O,O,O,X
OSJZTIL,O,X,O,O,O,O
OSJZTLI,O,X,O,O,O,X
OSJZITL,O,X,O,O,O,X
OSJZILT,O,X,O,O,O,X
OSJZLTI,O,O,O,O,O,X
OSJZLIT,O,O,O,O,O,X
OSZTILJ,O,X,O,O,O,X
OSZTIJL,O,X,O,O,O,O
OSZTLIJ,O,X,O,O,O,X
OSZTLJI,O,X,O,O,O,X
OSZTJIL,O,X,O,O,O,O
OSZTJLI,O,X,O,O,O,X
OSZITLJ,O,X,O,O,O,X
OSZITJL,O,X,O,O,O,X
OSZILTJ,O,X,O,O,O,X
OSZILJT,O,O,O,O,O,X
OSZIJTL,O,X,O,O,O,X
OSZIJLT,O,X,O,O,O,X
OSZLTIJ,O,X,O,O,O,X
OSZLTJI,O,X,O,O,O,X
OSZLITJ,O,X,O,O,O,X
OSZLIJT,O,O,O,O,O,X
OSZLJTI,O,O,O,O,O,X
OSZLJIT,O,O,O,O,O,X
OSZJTIL,O,X,O,O,O,O
OSZJTLI,O,X,O,O,O,X
OSZJITL,O,X,O,O,O,X
OSZJILT,O,X,O,O,O,X
OSZJLTI,O,O,O,O,O,X
OSZJLIT,O,O,O,O,O,X
OZTILJS,O,O,O,X,X,X
OZTILSJ,O,O,O,X,X,X
OZTIJLS,O,O,O,X,X,X
OZTIJSL,O,X,O,X,O,X
OZTISLJ,O,X,O,X,O,X
OZTISJL,O,X,O,X,O,X
OZTLIJS,O,O,O,X,X,X
OZTLISJ,O,O,O,X,X,X
OZTLJIS,O,O,O,X,X,X
OZTLJSI,O,O,O,X,O,X
OZTLSIJ,O,O,O,X,O,X
OZTLSJI,O,O,O,X,O,X
OZTJILS,O,O,O,X,X,X
OZTJISL,O,X,O,X,O,X
OZTJLIS,O,O,O,X,X,X
OZTJLSI,O,O,O,X,O,X
OZTJSIL,O,X,O,X,O,X
OZTJSLI,O,O,O,X,O,X
OZTSILJ,O,X,O,X,O,X
OZTSIJL,O,X,O,X,O,X
OZTSLIJ,O,O,O,X,O,X
OZTSLJI,O,O,O,X,O,X
OZTSJIL,O,X,O,X,O,X
OZTSJLI,O,O,O,X,O,X
OZITLJS,O,O,O,X,X,X
OZITLSJ,O,X,O,X,X,X
OZITJLS,O,X,O,X,X,X
OZITJSL,O,X,O,X,O,X
OZITSLJ,O,X,O,X,O,X
OZITSJL,O,X,O,X,O,X
OZILTJS,O,O,O,X,X,X
OZILTSJ,O,X,O,X,X,X
OZILJTS,X,O,X,O,X,X
OZILJST,X,O,X,O,X,X
OZILSTJ,O,X,O,O,X,X
OZILSJT,O,O,O,O,X,X
OZIJTLS,X,X,X,O,X,X
OZIJTSL,X,X,X,O,O,X
OZIJLTS,X,O,X,O,X,X
OZIJLST,X,O,X,O,X,X
OZIJSTL,X,X,X,O,O,X
OZIJSLT,X,X,X,O,O,X
OZISTLJ,O,X,O,O,O,X
OZISTJL,O,X,O,O,O,X
OZISLTJ,O,X,O,O,O,X
OZISLJT,O,O,O,O,O,X
OZISJTL,O,X,O,O,O,X
OZISJLT,O,X,O,O,O,X
OZLTIJS,O,O,O,X,X,X
OZLTISJ,O,O,O,X,X,X
OZLTJIS,O,O,O,X,X,X
OZLTJSI,O,O,O,X,O,X
OZLTSIJ,O,O,O,X,O,X
OZLTSJI,O,O,O,X,O,X
OZLITJS,O,O,O,X,X,X
OZLITSJ,O,X,O,X,X,X
OZLIJTS,X,O,X,O,X,X
OZLIJST,X,O,X,O,X,X
OZLISTJ,O,X,O,O,X,X
OZLISJT,O,O,O,O,X,X
OZLJTIS,X,O,X,O,X,X
OZLJTSI,X,O,X,O,O,X
OZLJITS,X,O,X,O,X,X
OZLJIST,X,O,X,O,X,X
OZLJSTI,X,O,X,O,O,X
OZLJSIT,X,O,X,O,O,X
OZLSTIJ,O,X,O,O,O,X
OZLSTJI,O,X,O,O,O,X
OZLSITJ,O,X,O,O,O,X
OZLSIJT,O,O,O,O,O,X
OZLSJTI,O,O,O,O,O,X
OZLSJIT,O,O,O,O,O,X
OZJTILS,X,O,X,O,X,X
OZJTISL,X,X,X,O,O,X
OZJTLIS,X,O,X,O,X,X
OZJTLSI,X,O,X,O,O,X
OZJTSIL,X,X,X,O,O,X
OZJTSLI,X,O,X,O,O,X
OZJITLS,X,X,X,O,X,X
OZJITSL,X,X,X,O,O,X
OZJILTS,X,O,X,O,X,X
OZJILST,X,O,X,O,X,X
OZJISTL,X,X,X,O,O,X
OZJISLT,X,X,X,O,O,X
OZJLTIS,X,O,X,O,X,X
OZJLTSI,X,O,X,O,O,X
OZJLITS,X,O,X,O,X,X
OZJLIST,X,O,X,O,X,X
OZJLSTI,X,O,X,O,O,X
OZJLSIT,X,O,X,O,O,X
OZJSTIL,X,X,X,O,O,X
OZJSTLI,X,X,X,O,O,X
OZJSITL,X,X,X,O,O,X
OZJSILT,X,X,X,O,O,X
OZJSLTI,X,O,X,O,O,X
OZJSLIT,X,O,X,O,O,X
OZSTILJ,O,X,O,O,O,X
OZSTIJL,O,X,O,O,O,X
OZSTLIJ,O,X,O,O,O,X
OZSTLJI,O,X,O,O,O,X
OZSTJIL,O,X,O,O,O,X
OZSTJLI,O,X,O,O,O,X
OZSITLJ,O,X,O,O,O,X
OZSITJL,O,X,O,O,O,X
OZSILTJ,O,X,O,O,O,X
OZSILJT,O,O,O,O,O,X
OZSIJTL,O,X,O,O,O,X
OZSIJLT,O,X,O,O,O,X
OZSLTIJ,O,X,O,O,O,X
OZSLTJI,O,X,O,O,O,X
OZSLITJ,O,X,O,O,O,X
OZSLIJT,O,O,O,O,O,X
OZSLJTI,O,O,O,O,O,X
OZSLJIT,O,O,O,O,O,X
OZSJTIL,O,X,O,O,O,X
OZSJTLI,O,X,O,O,O,X
OZSJITL,O,X,O,O,O,X
OZSJILT,O,X,O,O,O,X
OZSJLTI,O,O,O,O,O,X
OZSJLIT,O,O,O,O,O,X
